cv_fold_1_rep_1	cv_fold_2_rep_1	cv_fold_3_rep_1	cv_fold_4_rep_1	cv_fold_5_rep_1	cv_fold_6_rep_1	cv_fold_7_rep_1	cv_fold_8_rep_1	cv_fold_9_rep_1	cv_fold_10_rep_1	cv_fold_1_rep_2	cv_fold_2_rep_2	cv_fold_3_rep_2	cv_fold_4_rep_2	cv_fold_5_rep_2	cv_fold_6_rep_2	cv_fold_7_rep_2	cv_fold_8_rep_2	cv_fold_9_rep_2	cv_fold_10_rep_2	cv_fold_1_rep_3	cv_fold_2_rep_3	cv_fold_3_rep_3	cv_fold_4_rep_3	cv_fold_5_rep_3	cv_fold_6_rep_3	cv_fold_7_rep_3	cv_fold_8_rep_3	cv_fold_9_rep_3	cv_fold_10_rep_3	cv_fold_1_rep_4	cv_fold_2_rep_4	cv_fold_3_rep_4	cv_fold_4_rep_4	cv_fold_5_rep_4	cv_fold_6_rep_4	cv_fold_7_rep_4	cv_fold_8_rep_4	cv_fold_9_rep_4	cv_fold_10_rep_4	cv_fold_1_rep_5	cv_fold_2_rep_5	cv_fold_3_rep_5	cv_fold_4_rep_5	cv_fold_5_rep_5	cv_fold_6_rep_5	cv_fold_7_rep_5	cv_fold_8_rep_5	cv_fold_9_rep_5	cv_fold_10_rep_5	cv_fold_1_rep_6	cv_fold_2_rep_6	cv_fold_3_rep_6	cv_fold_4_rep_6	cv_fold_5_rep_6	cv_fold_6_rep_6	cv_fold_7_rep_6	cv_fold_8_rep_6	cv_fold_9_rep_6	cv_fold_10_rep_6	cv_fold_1_rep_7	cv_fold_2_rep_7	cv_fold_3_rep_7	cv_fold_4_rep_7	cv_fold_5_rep_7	cv_fold_6_rep_7	cv_fold_7_rep_7	cv_fold_8_rep_7	cv_fold_9_rep_7	cv_fold_10_rep_7	cv_fold_1_rep_8	cv_fold_2_rep_8	cv_fold_3_rep_8	cv_fold_4_rep_8	cv_fold_5_rep_8	cv_fold_6_rep_8	cv_fold_7_rep_8	cv_fold_8_rep_8	cv_fold_9_rep_8	cv_fold_10_rep_8	cv_fold_1_rep_9	cv_fold_2_rep_9	cv_fold_3_rep_9	cv_fold_4_rep_9	cv_fold_5_rep_9	cv_fold_6_rep_9	cv_fold_7_rep_9	cv_fold_8_rep_9	cv_fold_9_rep_9	cv_fold_10_rep_9	cv_fold_1_rep_10	cv_fold_2_rep_10	cv_fold_3_rep_10	cv_fold_4_rep_10	cv_fold_5_rep_10	cv_fold_6_rep_10	cv_fold_7_rep_10	cv_fold_8_rep_10	cv_fold_9_rep_10	cv_fold_10_rep_10
Bifidobacterium_bifidum	6.61166911465609	83.2636119006582	32.9574814885382	62.0140166011278	52.3002784727209	147.680130873461	82.5506277587545	0	76.3732037509646	72.3416085374294	0	71.6666623977385	18.1666235103477	0	66.7210085367117	105.374099976541	133.056059549392	0	0	0	0	129.657987379725	98.6764218612603	40.9581683035561	31.358081954523	0	357.396765795186	53.8366084640715	22.1648908467278	152.340283059461	0	72.6931852157805	0	0	109.834489087396	66.0040321324802	114.713552769296	64.842114669346	0	77.2940921508125	48.855791491497	0	0	54.4243833301385	56.8828596355486	118.675728317039	0	42.7652991955774	50.499903493439	82.239801564041	80.6555640055022	80.599632447148	0	67.7222735410382	21.4579691925075	313.362502328144	58.4313486781764	0	0	106.73826550045	0	30.7258962027645	30.9462901854781	0	119.582345462347	63.8222069770725	88.3179079026873	87.8514033989845	0	0	0	117.576415060503	66.4532684132724	0	0	18.9837582516201	1.62845811941435	1136.49158673854	0	47.0824246874358	46.4045959350631	0	0	0	82.4565259498915	131.479277850351	43.1239210243686	51.6637322795089	0	0	20.8155534808858	39.7516285135213	59.7593137138184	0	0	3.2080108040463	0	12.0565929379867	49.4973797877003	73.7481540790597
Clostridiales_bacterium_1_7_47FAA	-1877.82661633463	-11850.2737164858	0	-6241.30867933307	0	-4826.25163651298	-5162.8069489737	-15032.5374830404	-9649.39214763455	-3397.42793938813	0	-5904.49308939373	0	0	-8031.96312363747	0	-7912.07625169663	-536.416829130165	-1913.28736388875	0	-84.8729155812883	-11804.4340432857	-5551.26021146426	-7834.23149166186	-2064.46811208642	0	0	-16427.5589123745	0	-13818.1506781862	-1597.10538778816	0	-846.939204599245	0	-6405.21784672711	-1828.09324590071	-6633.99517774132	-10356.0803912346	-2479.12804530487	-4946.46732953696	-3985.10368433514	0	0	-2596.30866860577	-6421.83503964066	-8366.41284632408	0	-3308.56997533236	-8201.51989473788	-5244.48131621189	-13702.1869975469	-11350.6633930314	-5154.10538502797	0	0	-728.488789670039	-5017.13575972599	0	0	-6561.0915863727	0	0	0	-8116.65162391083	-7539.92286949116	-3563.79532191006	0	-7133.03711768684	-1416.05288228243	0	0	-1734.21749627045	-10188.8522107875	0	0	-3165.07948121625	-160.907019520981	-6280.97896368145	0	-7960.79133338173	-2438.71970856993	0	0	0	-9842.78543565007	-3775.9825156027	-2408.92536761918	-1001.35341973848	0	-2259.92305085775	0	-4117.40744768632	-2720.37514922649	0	0	-8201.6689100035	0	-262.208961728552	-3485.9225283141	-10097.8062826117
Clostridium_symbiosum	78.34896086122	202.84586196778	65.3819342380414	245.559499064175	38.6505214204247	285.290390422553	134.167091935605	257.136421703523	0	28.7807860942426	0	145.395685801151	71.0004984281969	0	133.714938461022	0	143.792078915964	47.6235387379387	42.8435500859242	0	39.8322989584694	155.472602307877	182.658245309617	126.136877109909	0	86.1706017319359	23.9130360223807	66.7678617805292	24.254484916587	123.442121680778	10.4141384004651	128.850968482294	16.7850133426802	0	70.1277615323733	155.136047811565	225.240751768362	46.0628406098593	0	92.0474501205546	76.2307045865501	10.2521444231815	48.5109934524456	110.520702802419	5.55965142082571	196.597693670235	0	75.1424271282325	0	186.661534644071	207.166226247187	133.204774783065	0	167.90634397486	59.915622708789	33.511502091572	118.649870373146	11.0091772583115	4.01467078936381	90.3884955189091	50.074095761721	0	73.7602254958277	26.591358689636	151.227833218652	0	111.191284528776	102.889170375784	25.3913733779161	0	0	45.1124061083994	117.303613431002	0	0	58.1872473042977	0	108.232939763958	0	221.833042118938	97.4948650013436	0	0	17.370922152588	87.3948857394812	0	66.0271391241752	51.76508107905	0	0	44.6794484062961	0	101.807042856684	0	4.16905152794021	39.2094370965009	4.14925612680337	0	124.462915007919	102.464789459121
Methanobrevibacter_smithii	1217.47627932976	1153.06351324533	1099.0491001293	1741.33599715296	1601.68939725772	1712.01212503142	0	761.743630887259	740.183641747895	737.99922119015	408.034962752578	0	1251.42075401359	410.051100274102	890.208347773294	105.952865012204	1469.33869602868	806.045379915641	1100.03766576922	295.843888584313	904.243598234276	650.425125655355	1808.22696803469	1287.42439297914	581.850973070789	835.520711621913	0	1302.3094835698	1245.8972409634	0	713.603080091766	244.937036628147	482.625653467847	339.943278967213	676.344660009943	2078.7447271056	1331.84836980537	1383.28701443899	564.886432820246	729.056003191127	1023.59202124823	198.561586749567	488.037900710347	1499.87558197524	677.313831647085	697.682657636403	868.65534418627	1079.79899344887	1175.57713638731	971.387393793469	1829.5289273368	1421.84678341438	472.935131870804	1639.77488060525	959.257408325248	302.367568873441	263.257850679237	606.855486530464	433.062481889034	519.121430873097	0	1006.11335059456	1025.70670724995	1033.08226567973	1826.598625404	1773.85897700724	961.808043649254	383.989674072224	351.080390165252	179.466794981467	635.747150115893	0	0	366.497876663611	534.991026463672	961.562700777354	1174.05089343219	940.192269171512	476.677469902063	1073.00087856933	1688.91906016988	365.98119366987	290.013222559634	627.900550742644	810.640932592099	1236.47453641089	896.205665063054	716.201888839075	652.996238438142	120.14496773532	997.450543949734	206.836985518492	1447.1330808915	575.827299070876	0	626.037213691565	720.740063638018	542.417946758866	1103.3414036308	1416.7331781204
Bifidobacterium_dentium	-1171.94632246252	-422.170286861504	-874.362691498828	-1934.5192233928	0	-1297.43501966817	0	-1029.75168243907	0	-3622.58018618006	0	0	0	0	-748.244180397462	-178.190123255118	-6233.9876997514	0	-1228.28082453082	-841.031214269694	-1368.27989479125	0	-1243.87596478814	-3282.23391660435	-163.252636982693	0	-896.845609467534	0	0	-139.112852104465	-1208.2803547496	0	-998.16354451373	0	0	-3058.35613224516	-1743.26236622671	0	0	-876.164910097027	0	-2015.60750167728	0	-1175.59575193635	-681.152376858422	-1479.84384179946	0	0	0	0	0	-64.890295970534	0	-30.0334845894873	-594.124453627988	-1393.20764570488	-796.046946493894	0	0	-3297.07207461405	0	-2278.14886712751	0	0	-44.7995749613459	-1356.5993694211	-667.468375696402	-1656.7142051364	-39.1763130182453	0	0	-3349.36787173706	0	-43.5318125612692	0	0	0	-1386.46013804665	0	0	0	-150.512407677002	-148.378081247537	0	0	-1660.8169199341	0	-3043.64120331148	0	0	-2012.75777533612	-325.167597125651	-201.932891116058	-591.402256002705	0	-829.311108990188	-1267.71116711342	-1300.05465295917	0	0
Dorea_formicigenerans	4.62385768661938	31.4724768403524	1.03858552666923	48.8700738557432	0	47.4804573976635	27.6110397275489	0	10.161795165661	24.0692135621232	0	28.3652666262683	2.79160655295989	0	1.55035384993638	8.92621721176589	49.463740928084	9.64275214879828	12.8031257623971	0	9.16108591888321	43.1439770520409	19.160014455612	20.4319444214829	15.3146262695898	0	0	21.4955817597515	5.74713503241372	33.9080389437633	5.59715316743446	15.0739409131864	0	0	33.9249729379228	14.5656626841005	35.3531512736386	16.9005371335188	18.0275724938607	24.5034122955796	22.8229792943208	9.82513417974166	0	17.9824075281538	0.923219249513757	0	7.40439887284763	18.1052945229827	13.9710043190182	74.9361678157843	40.9381563470769	40.2304466587498	0.535294556025185	30.0311534869136	18.0012036951979	18.8381794034834	22.301291283068	0	0	17.6461902217348	0	0	26.4507647959943	0	12.3508267273667	23.3105236215866	22.1608397221277	31.7718448547034	12.8574011332694	0	0	28.1814713009833	5.06289393823075	2.35436641488939	0	11.0873511381954	18.7815870046481	24.0099269959581	0	44.8354477338738	21.4642874479528	0	0	0	29.1548020855785	28.6716708774394	10.9308222238461	10.3018396316045	0	0	10.3804301592518	12.4311108779433	29.6821789052788	0	0	20.1206831663029	6.58613044106151	14.0355667957568	0	10.564073359568
motu_linkage_group_452	339.021540075346	1188.34883809384	581.281729283074	1392.48735183032	800.412548348829	1549.86033806893	1165.33633206616	1784.88715038452	1210.1928128489	497.909108633964	0	960.768642152929	535.96770084831	2.49490671882575	948.089555370969	465.047740038197	1784.11022766716	0	565.117123705311	77.1799197292944	272.503266899158	1588.34948725013	1827.28371568977	1092.25208642536	444.945390012099	119.620856052786	192.034157420566	1060.2852678192	595.672851412624	1264.79662431124	275.797673105511	888.325003224832	137.339974816231	14.8437762805091	1314.71781268449	1127.00566343549	1468.80403093878	1093.76764245887	213.962730953896	667.366478063022	587.448566137077	270.970997596973	122.881492089316	1270.0415151007	731.653841062396	1192.30872668273	165.900388098453	704.878366215036	1706.71546284082	1415.0200565226	1197.91819372327	1601.97421561964	169.406034815104	1208.89182483974	269.081949980987	425.682904858588	881.670202588193	269.562982224377	133.081112419964	1261.7544830991	130.040116842155	576.142976234119	665.585576020072	457.364023659006	1692.77590527113	1072.5841474233	862.317738854484	888.751957701847	221.743553986465	0	264.644525913619	732.068308999508	1014.88461045248	0	189.97662932689	457.458465151775	374.041777073731	906.629867843985	118.035645330384	1517.92655817528	841.848756270258	0	143.011569358404	48.2213267723059	1302.70605207937	1732.46152989315	616.845327595589	593.341425199663	70.2139597474428	0	386.269867467687	580.528610311618	657.87052795235	178.682632372015	0	135.527904658158	314.460181870644	406.063467379733	1356.40542261378	1145.39150157617
Streptococcus_sanguinis	458.516282919771	1425.39914036321	0	1264.201400999	842.639762239979	1528.11385492646	984.072098002837	852.34189726271	1812.92587752037	920.50179694592	0	1009.46667277799	0	262.310997681593	1204.38412188427	519.188776379813	817.024498894719	115.174383699332	436.818395872578	663.338649994582	307.110861713422	2048.31089442848	1287.90374549058	1282.10593798442	653.776203090992	358.277546040404	610.544386450318	1292.82032087335	0	2052.23301528031	466.254350918411	908.503615739806	394.979255547991	0	1507.25852311628	830.742989585069	202.185332244524	1119.03170161273	575.557215871322	1880.40522106205	831.466588697525	207.957555235141	354.443630734218	1011.25282119942	880.842745839838	1564.06414097481	3.94204525310484	713.618578715865	1383.19482757945	1439.58293530453	1168.63947565503	1120.43000892274	496.902114793862	0	537.604015782892	734.923342305198	1155.53517609589	0	201.921205176791	1590.37060894477	509.153835384865	597.332724825315	540.858808290021	28.0670158717781	1272.79207720809	1247.14837412765	990.252760993442	1563.81516452833	547.782437325093	0	135.752142460055	1354.03458421393	1334.3596287764	196.330795078764	167.090901649869	531.69735917288	420.588697989522	1359.78062991988	0	1196.04938403922	783.195123371355	30.1492677128804	99.3056315268372	176.580121511177	1278.68267374777	1756.41728073427	871.394344144052	665.102338162319	60.2782044723929	51.75602101292	466.163507854505	824.191264279564	157.349902626718	146.258449012004	539.306730808108	427.034700200052	206.439568845993	381.096575544044	1069.76531170404	1058.49419480502
motu_linkage_group_600	93.014170336252	65.2891764845816	0	0	0	0	53.7938827220542	0	221.601255924542	54.7982989292154	0	50.322183177262	0	0	0	38.1170623027878	0	21.7709274590332	34.1846024487936	87.923405555084	31.5664551861801	8.55237923186253	55.7230052617576	0	0	17.2494079349548	103.348912664405	0	17.019213234532	0	60.9681487973852	50.5704377745704	251.427864522795	0	0	40.7692682144928	85.0699544369709	0	24.22296994326	0	133.736170927487	0	12.3306589515006	0	67.9831132948787	6.7922311817834	0	24.3220046129885	21.3206572699519	0	0	63.7564409711623	7.6046291894593	0	0	0	83.42823770123	1.00768366707718	7.04547290268809	165.21208167117	5.85148723304156	39.6294744746281	15.2874732543301	0	0	104.425922734287	74.7074044582482	0	23.7445160259838	0	30.0635778004889	85.2435041980859	51.5787922943332	0	0	0	53.2447778707341	45.5886918768452	1.30490955686132	4.42102598476704	0	0	13.637053136046	17.8660853869732	86.0519965609912	0	78.9924295177141	0	41.5683560913916	0	61.029068613679	88.8203584720371	0	0	0	19.609047605706	33.149938094881	41.3916685111115	0	0
Lactobacillus_oris	-3.87538211916893	-64.1105034999659	-298.069928605084	-534.169737058267	-481.778804818266	-1380.40074386788	-274.757528525134	-301.5439786635	-151.114043739257	-255.215978743977	-16.0515632561354	-147.673204030351	-319.502458320669	-174.367064300064	-232.617581879904	-102.483229957223	-373.06500085319	0	-374.729330310919	-79.154592885732	0	-200.792760426436	-1068.43932455616	-563.502127784785	-186.369021674973	-111.261879247403	-113.107759459341	-89.6913187426007	-220.514231215141	-245.065174907501	-154.795089725424	-554.005159681533	-117.400178366506	0	-235.010537665473	-441.335391924297	-577.21253446412	-256.768692992865	-86.4945795578017	-172.59697289689	-52.3711655723019	-186.231400674245	0	-420.497204493858	-230.89816988116	-241.457004846395	-300.803969637558	-290.794645389157	-268.839698164455	-624.533131744755	-412.401976009704	-447.559936647161	-35.3516267206441	-725.338312806616	-231.331480221919	-248.052866689242	-178.245443195677	0	-65.8296862688726	-157.352865447591	-113.74033851611	-354.939490551869	-497.48160176519	-89.1840350852735	-556.146928965716	-284.316171249766	-408.86138642234	0	-186.011778535688	0	-156.891350040142	-270.004724383968	-88.8224227200668	0	0	-153.807976186842	-245.345396953407	-711.355563028736	-41.3871749075492	-475.774293802964	-367.489458072439	-120.648159774945	-106.350941140642	-10.6456206679794	-293.716313021163	-511.350374980768	-248.308148498085	-193.545011893231	-206.741761070237	0	-154.355572802084	-276.06285757767	-295.911487502308	0	-54.2694276263181	-101.491474705287	-179.004296853585	-281.970998288925	-548.880920023544	-179.265313157104
motu_linkage_group_389	-153.820075568121	-240.892702904492	-222.531356002463	-206.690026512784	-270.267997120873	-240.656636698496	-420.159530057135	-183.540789311648	-46.249756561353	-119.627732236175	-99.3026938548521	-416.326200970442	-155.457735838949	-116.405731685989	0	-92.078776955242	-225.437319787749	-200.020113102821	-202.20034010804	-144.274979211606	-205.668641708099	-108.948957843272	-339.57733471305	-201.87179937727	-97.1691790728678	-172.699507065736	-158.312596596783	-33.7628941361202	-215.095559844695	-335.42569909009	-184.881979080466	-414.107351342833	-131.276785519417	-103.916570254826	-29.5224752256472	-288.788034521744	-238.780710861014	-234.705257460473	-165.249718014527	-218.355005072784	-186.927844042106	-119.859742688336	-110.896190827691	-375.048693773226	-151.263143138898	-223.072243587405	-157.988829348491	-205.455084018564	-259.577003180723	-319.303987602914	-426.566113198284	-195.611489290817	-143.770009507973	-288.775440139483	-239.261636037803	-95.6406330689661	-238.669056144015	-111.745733255505	-112.256380644604	-284.624558979439	-196.948334575054	-246.969643989494	-113.912359671788	-154.94869251031	-267.673983381087	-252.211683608639	-243.176673314496	-75.4130015703456	-149.452271518137	-64.9227934005846	-173.256026993667	-125.989689837739	-251.229370540162	-124.875809943497	-142.048313402157	-174.854289829851	-110.523786913321	-145.353134991441	-115.737862561944	-241.77683898186	-227.912740459668	-144.191141231589	-144.777305999001	-172.18462915205	-188.388840357546	-159.834231633038	-143.004368127306	-169.294313197532	-172.753631081007	-85.9382173855065	-183.619672308538	-148.706751293745	-291.756286310176	-127.254937583292	-132.471389456116	-144.34083042795	-173.823291955781	-162.75935210152	-167.693439043972	-170.768542937518
Bifidobacterium_catenulatum-Bifidobacterium_pseudocatenulatum_complex	1193.13740150028	2136.27918566186	827.940654317738	923.522286098313	1186.02377450435	2014.57898445292	1897.48462908617	1525.06171809866	0	1426.99802741985	201.087168453783	739.548731264695	880.132579044168	0	2573.40083719443	658.138883509888	2779.07883929313	654.832993286265	0	1030.84076333044	880.117862213094	1881.41561634178	921.801581093049	1157.15800991364	729.897547449637	660.054092597119	290.020882471315	2135.4968541356	496.412325877855	2730.82353730118	1007.50213939737	965.566248508877	5.31145639680087	0	478.827827942634	1293.92731790046	1788.3126621726	1278.9722931632	952.38943659307	1172.95625058928	1085.14090410567	323.263281679044	198.668419277458	809.826511554328	1452.29155838116	2307.79200718665	0	1297.43687517571	1944.49738016244	2213.69801151716	1143.60229987107	3117.50641369942	380.986350035195	1162.23424486597	304.529698711968	833.415476554235	1594.37261137166	239.737339120939	161.809633044055	1105.16132675087	766.668170238641	1578.89649289621	1012.73471500827	0	1547.36812953593	1758.52909205636	445.356348541139	1220.26026543126	474.008040035552	0	391.681868145976	1637.11276472826	2004.84172520426	0	422.372099986894	406.072593410355	930.202785847411	1905.40037321241	276.123612426285	2322.43313049175	1172.73508492881	91.6420432065678	51.1171186169999	443.232539376538	1621.1409168602	1793.446156768	1524.39103038743	503.333050851023	0	0	1083.2647639799	320.238605572876	1355.84318634144	152.95897778554	0	1054.24856585302	217.100426135428	1133.27184536446	1503.53989178863	766.57655629679
Veillonella_dispar	-2.62530736348843	-2.00128389593659	-2.04298870339416	-5.8583953852243	-2.88780626294473	-5.03514513143675	-3.97247095509899	-4.33948544988933	-3.8758784010872	-1.50336956259058	-1.04309025408243	-2.51624548042562	-2.31206891633618	-0.815880926456654	-3.85469111320582	-0.763956152802339	-3.01706387031498	-2.39723087838695	-3.37445345086007	-1.06767440881446	-1.50534535280542	-4.29915984468103	-4.57651790947617	-3.85251374391379	-2.87719320553134	-1.8786793142531	-0.67971378314124	-4.1131673174601	-1.83281114987977	-1.84593834570266	-1.38942408857706	-2.26778588278671	-1.84689463172123	-0.809784002285237	-3.1606487801715	-3.6200436568172	-3.53726972473123	-2.51729090131971	-2.16799255058037	-2.07681761003547	-1.96251650335465	-0.841601740673406	-1.23305530700361	-2.8987812395937	-1.92328428522245	-1.88640133903306	-2.26580941004697	-3.81891666726167	-3.53859849917051	-5.50064213874786	-3.77141150380976	-4.62484020257585	-1.00768370471191	-3.62584506446876	-2.05699580994325	-2.21862805364767	-1.90682458491451	-1.80005690810927	-1.84039793862994	-2.5785557204808	-1.23708841712307	-2.62739271661166	-2.20833441851173	-1.87877797843343	-4.04294305008956	-3.68295750344712	-2.69250542118496	-2.69830981273209	-1.28054401747658	-0.529309519100485	-1.45328423789872	-1.97848858148237	-2.27974713503589	-0.919540304729812	-1.28414735645679	-1.39691775741709	-2.62471078620644	-3.75217760246091	-1.12958775880303	-4.53736412448596	-3.23593568805148	-1.03041439042351	-0.765396339175154	-0.92547768081204	-2.62739808825974	-4.54533340675397	-2.69148086436595	-1.94740535974258	-1.15531709210813	-0.447975842923393	-1.57438937298033	-1.30641478526203	-2.52528677998086	-1.05930457576084	-1.25670559839645	-2.02791067255933	-1.23049009670966	-2.18722053224922	-2.70178537347253	-3.98070190649431
motu_linkage_group_696	-376.044867224413	-578.520395672744	-402.017201216712	-699.917704009598	-1050.91893612398	-923.867640065649	-276.184457387854	-517.744871586998	-882.424127289176	-675.784160105527	0	-532.611143215892	-758.248397595581	0	-516.310142911475	0	-1149.95849651776	0	-549.990469515486	0	-166.669543343768	-1154.71800707983	-775.236299186952	-579.146735855839	-465.560780189428	0	-343.053853646214	0	-387.666102114278	-611.043954556389	-151.081591290652	-254.683243247333	0	0	-720.899620098498	-876.520150760863	-672.878248774745	0	-146.310325769014	-623.239293610236	-309.842490173954	0	0	0	-737.317907179179	-1074.49108686085	0	-275.384687082144	-435.731241658555	-1811.73739405139	-577.209022831162	-1214.06491707671	0	-530.807260655107	-88.9425253252227	-414.990366659398	-688.484650414443	0	0	0	0	-553.568797451512	-361.735045866433	-259.448253507104	0	-486.189802823301	-99.0365458119989	-585.576016028868	-318.275660012732	0	0	-897.456814532539	-174.2195071145	0	0	-294.892541224396	-51.3297902396046	-942.950359225531	-35.8248080335332	-1067.68657957678	-220.11240460405	0	0	0	-418.397791981142	-1065.8152284915	-114.223858529406	-243.873392774039	-3.80207949008364	0	-119.267180370447	-358.554328212075	-426.748006636542	-184.404444752925	0	-225.98274721269	0	-314.380359278477	-241.728844735835	0
motu_linkage_group_24	-79.1579728994878	0	-95.7855245908526	-173.130976498239	-139.146140506684	-140.79141211851	-131.314169280736	-165.605619563851	-210.561230278008	-112.111860071357	0	-108.744280078748	-106.214944110879	0	-212.57089916512	0	-298.355451725568	-45.2211623432541	-36.9506450103881	-1.31959327560404	-39.0398460482989	-143.808956766321	-151.082924802113	-73.9418612138336	-99.2926345730236	-35.445226714674	0	-232.870378286868	-61.4026166210038	-279.052291495626	-7.17443055730392	-96.5518463912605	-54.8470617619344	0	-80.1702684382468	-130.63175855999	-174.710072338434	-99.7630359282256	-105.501124102381	-94.7358289664831	-71.6695134405948	-0.189307658943825	-84.6782897420999	0	-29.0002738099522	-115.825962698149	-0.505460423378345	-152.267965711916	-107.320050832943	-235.412845096704	-202.478774097897	-160.216453994364	0	-157.53342161666	-29.9232726974823	-66.6788544997184	-31.2845671419387	-59.4024709956545	-40.9711558531802	-178.541815655459	-26.3066338983379	-153.375614804849	-46.5635394929526	-63.2167903200471	-114.687371833672	-128.712252481842	-155.76785359469	-119.613363563433	-5.57770386028778	0	-8.56060671678676	-157.73476119972	-73.3444545135834	-2.50998351003426	0	-70.4341770512344	-110.712356417484	-159.671690172044	-20.9583856326359	-172.231447081003	-50.6502957470445	0	0	0	-187.761420330243	-159.981752849876	-79.2020295590901	-89.2235399944984	0	0	-112.993153870621	-80.9735934645891	-94.7511858605467	-2.24367222318865	0	0	-9.0575253570521	-59.6484991088206	-105.254993189211	-90.3895637657554
motu_linkage_group_288	0	35.59706755372	260.808816965798	224.655932053057	0	64.2480015981447	157.957205427611	44.4373580638008	0	83.7817236261464	0	0	34.7703838119265	0	122.59479282165	0	78.3406223660861	17.307105112769	17.106715743914	132.051692370311	0	36.1431241663547	289.447114510793	61.1655546662235	0	182.452310681044	6.91083283963864	96.9965607699126	23.3258588563578	47.932793958007	0	124.100231662563	0	0	226.234382416124	145.009363573976	142.151683671397	0	44.8964094246379	49.5155339048842	61.0996407059383	0	24.5505900605311	318.980632893123	0	0	10.4915750121689	64.6596850890858	149.838073755736	85.3752604660675	0	295.42140685426	9.32330647647755	142.833893680576	189.333788053487	9.69699588890411	24.3704248246802	0	0	0	5.91452371052443	0	40.086091018565	41.3298525305377	40.1887990535867	92.1976651946839	0	94.2073952374466	157.553551767002	0	5.51326989389279	47.4382949910056	59.9278616819953	47.8301930284392	0	36.6843906806704	0	19.0986005790533	0	194.974786609282	95.8431921217441	0	0	2.81107029179295	0	380.135494190075	0	64.9300684031059	0	0	187.956940185904	49.3392285265507	67.7423309349123	0	0	54.2715447975502	3.45807329371746	29.1844168120179	0	52.4641638105862
Stenotrophomonas_maltophilia	33.6385768201176	50.5984371728876	14.1763145916765	16.2427903849234	51.3218815726316	129.716989576406	0	51.9183819663308	96.7264816662601	110.141826774153	75.1665433219679	13.8908853602058	51.3953135491602	129.03163106676	63.2887947746067	76.4654430743826	0	0	22.9681155119519	59.1002826149749	40.3084829359249	69.5024678874009	90.2928527418202	71.4737844070332	21.0763068157461	83.6296664522712	84.3063988892062	29.6781020346561	130.239513275215	33.3157969275672	48.2802914857477	29.3900482762919	80.2281171573067	59.3465265189704	76.6924660843073	50.5210148457987	98.6316853960093	54.5816867579976	41.0017247708311	78.9741650527698	58.3763947004776	72.8368164470703	38.6459875774389	29.7473450891098	42.1771932460431	13.8871535260781	104.890919096759	0.559914605564647	68.3111039835262	36.2313812864973	141.3292477696	19.644938083794	79.461411972441	93.1081020765434	39.0783142811595	51.9131440134999	36.0882459262025	91.449889439158	69.9611406803391	33.4048870110148	62.9590909262265	80.4188439039476	34.3408581568145	28.410736920133	82.5935669392872	30.6191553558928	16.7713087009152	79.6710043888462	71.6448850838518	28.0243144307308	56.0533797652924	88.8576823571935	22.4938410764179	79.2803965204779	64.4812848830289	78.0152078334987	54.2576347860884	0	137.23066296623	0	4.41036411374636	73.1561188837976	58.7358181387562	53.8826666527665	0	50.563712965773	19.7454576083716	56.7393554513601	118.540398890964	64.7332925248854	26.9567261427747	36.1798390805729	62.0364562136882	68.8543215275046	79.5568446306992	22.3198352071616	121.940916924951	27.9471761944493	13.7146538467456	56.3202579951149
motu_linkage_group_636	46.0604470227232	84.9059150365331	38.9161087154858	95.7013783274858	89.9871160859597	107.223649058279	70.4742190156328	108.529500663101	109.822824795247	57.4394087527498	0	63.7855492954879	43.2326085592009	10.5016798183708	77.3632131912956	35.9345436186788	109.540744863578	24.569307323022	55.6342855711608	0	39.8884396375614	12.1705572026081	96.8789823549604	82.2665880150038	48.8461630861924	25.4110346214116	22.1235159560227	77.6677350652378	53.1693017005862	100.61713230663	56.4833125160571	61.5491060128043	13.7956278979754	0	95.6720030477724	84.6760512683701	0	75.0275182717548	29.3428967346636	70.4629528235459	54.8541465806532	11.8501941885815	24.4641776928252	69.4568928691268	0	105.79610517238	36.9149834011484	64.5138689811768	116.45567905127	102.340698044173	87.2848757910114	107.047342856993	17.5440283404146	91.8942708371118	37.7318166634373	29.4845891184568	67.5494303986142	14.8960138641713	13.6929823590376	68.7365091074496	11.8550910937443	61.5439906973475	63.5580814213411	41.6349783706063	96.4335388578838	71.9297171973891	0	77.5269496568263	26.4978494552532	0	14.690569310995	70.9003573567849	63.0474195029199	1.04260484805008	6.31094004835491	49.6799400999274	39.6131017060195	89.8909526581643	0	121.478017143644	64.488590337859	0	2.03432569097115	10.4423891976907	76.0509001006264	110.171257485613	71.7143396046947	52.6800511031133	0	0	35.6942257642182	42.0726851005885	76.1472808648079	0	2.36294212002317	34.2291389547441	39.4819375730742	33.5721937423063	107.938591435516	72.2191653487905
